model,game,opponent_strategy,framing,run_id,round,llm_action,opponent_action,llm_payoff,opponent_payoff,raw_response,temperature
deepseek-chat,prisoners_dilemma,AC,neutral,1,1,C,C,9,9,A,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,2,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,3,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,4,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,5,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,6,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,7,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,8,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,9,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,10,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,11,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,12,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,13,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,14,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,15,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,16,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,17,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,18,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,19,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,20,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,21,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,22,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,23,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,24,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,25,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,26,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,27,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,28,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,29,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,30,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,31,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,32,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,33,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,34,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,35,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,36,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,37,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,38,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,39,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,40,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,41,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,42,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,43,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,44,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,45,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,46,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,47,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,48,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,49,D,C,10,0,B,0.7
deepseek-chat,prisoners_dilemma,AC,neutral,1,50,D,C,10,0,B,0.7
